,Order Date,Segment,Region,Category,Sub-Category,Sales,Day of Week,Day,Year,Month,Season
4707,2018-06-29,Consumer,West,Office Supplies,Binders,895.92,4,29,2018,6,Summer
4708,2018-06-29,Consumer,West,Office Supplies,Storage,130.71,4,29,2018,6,Summer
4709,2018-06-29,Consumer,West,Office Supplies,Art,11.68,4,29,2018,6,Summer
4710,2018-06-29,Consumer,West,Technology,Accessories,62.31,4,29,2018,6,Summer
4711,2015-03-31,Consumer,East,Office Supplies,Binders,0.852,1,31,2015,3,Spring
4712,2015-12-16,Consumer,Central,Office Supplies,Paper,36.288,2,16,2015,12,Winter
4713,2015-12-16,Consumer,Central,Furniture,Furnishings,56.568,2,16,2015,12,Winter
4714,2018-05-18,Consumer,West,Technology,Phones,344.704,4,18,2018,5,Spring
4715,2016-05-12,Consumer,West,Technology,Phones,201.584,3,12,2016,5,Spring
4716,2018-12-03,Home Office,West,Furniture,Tables,521.96,0,3,2018,12,Winter
4717,2016-12-12,Consumer,East,Office Supplies,Art,8.22,0,12,2016,12,Winter
4718,2016-10-10,Corporate,West,Office Supplies,Paper,45.36,0,10,2016,10,Autumn
4719,2016-04-18,Home Office,West,Office Supplies,Storage,947.17,0,18,2016,4,Spring
4720,2016-04-18,Home Office,West,Office Supplies,Paper,61.96,0,18,2016,4,Spring
4721,2015-06-07,Consumer,Central,Furniture,Tables,268.935,6,7,2015,6,Summer
4722,2018-09-01,Home Office,West,Office Supplies,Art,7.58,5,1,2018,9,Autumn
4723,2017-05-22,Consumer,South,Office Supplies,Labels,14.73,0,22,2017,5,Spring
4724,2017-11-11,Home Office,South,Office Supplies,Binders,9.888,5,11,2017,11,Autumn
4725,2017-11-11,Home Office,South,Office Supplies,Appliances,671.544,5,11,2017,11,Autumn
4726,2015-11-25,Home Office,East,Office Supplies,Storage,1117.92,2,25,2015,11,Autumn
4727,2015-11-25,Home Office,East,Furniture,Bookcases,275.952,2,25,2015,11,Autumn
4728,2015-11-07,Consumer,West,Office Supplies,Binders,123.144,5,7,2015,11,Autumn
4729,2017-07-18,Consumer,Central,Technology,Accessories,15.576,1,18,2017,7,Summer
4730,2016-03-29,Consumer,West,Office Supplies,Paper,212.64,1,29,2016,3,Spring
4731,2016-03-29,Consumer,West,Office Supplies,Paper,9.87,1,29,2016,3,Spring
4732,2016-03-29,Consumer,West,Technology,Accessories,53.25,1,29,2016,3,Spring
4733,2016-03-29,Consumer,West,Furniture,Furnishings,19.92,1,29,2016,3,Spring
4734,2017-04-07,Corporate,East,Furniture,Chairs,658.746,4,7,2017,4,Spring
4735,2016-06-13,Home Office,East,Office Supplies,Binders,8.26,0,13,2016,6,Summer
4736,2016-06-13,Home Office,East,Office Supplies,Binders,29.84,0,13,2016,6,Summer
4737,2016-06-13,Home Office,East,Technology,Accessories,67.98,0,13,2016,6,Summer
4738,2016-02-18,Consumer,West,Office Supplies,Labels,61.06,3,18,2016,2,Winter
4739,2016-02-18,Consumer,West,Furniture,Tables,35.544,3,18,2016,2,Winter
4740,2018-11-12,Consumer,West,Office Supplies,Labels,9.96,0,12,2018,11,Autumn
4741,2018-11-12,Consumer,West,Office Supplies,Art,9.21,0,12,2018,11,Autumn
4742,2018-11-12,Consumer,West,Office Supplies,Supplies,27.93,0,12,2018,11,Autumn
4743,2018-03-05,Consumer,Central,Office Supplies,Fasteners,7.9,0,5,2018,3,Spring
4744,2018-03-05,Consumer,Central,Office Supplies,Storage,221.16,0,5,2018,3,Spring
4745,2018-03-05,Consumer,Central,Office Supplies,Binders,127.96,0,5,2018,3,Spring
4746,2018-03-05,Consumer,Central,Office Supplies,Binders,18.69,0,5,2018,3,Spring
4747,2017-03-03,Corporate,West,Office Supplies,Supplies,25.35,4,3,2017,3,Spring
4748,2017-03-03,Corporate,West,Furniture,Furnishings,35.28,4,3,2017,3,Spring
4749,2017-12-24,Corporate,West,Office Supplies,Paper,33.4,6,24,2017,12,Winter
4750,2017-10-07,Corporate,West,Technology,Machines,837.6,5,7,2017,10,Autumn
4751,2017-12-09,Consumer,South,Technology,Phones,40.68,5,9,2017,12,Winter
4752,2018-11-20,Consumer,South,Furniture,Chairs,209.568,1,20,2018,11,Autumn
4753,2016-12-12,Consumer,Central,Technology,Accessories,22.368,0,12,2016,12,Winter
4754,2018-02-03,Consumer,South,Office Supplies,Binders,3.882,5,3,2018,2,Winter
4755,2018-02-03,Consumer,South,Office Supplies,Paper,115.296,5,3,2018,2,Winter
4756,2018-09-21,Consumer,East,Office Supplies,Binders,1.908,4,21,2018,9,Autumn
4757,2018-04-30,Home Office,Central,Office Supplies,Binders,43.372,0,30,2018,4,Spring
4758,2015-11-03,Consumer,East,Technology,Phones,783.96,1,3,2015,11,Autumn
4759,2015-11-03,Consumer,East,Office Supplies,Binders,48.896,1,3,2015,11,Autumn
4760,2015-11-03,Consumer,East,Office Supplies,Binders,7.856,1,3,2015,11,Autumn
4761,2017-12-30,Consumer,East,Office Supplies,Labels,5.904,5,30,2017,12,Winter
4762,2017-12-30,Consumer,East,Office Supplies,Supplies,13.712,5,30,2017,12,Winter
4763,2015-09-17,Consumer,West,Office Supplies,Envelopes,182.94,3,17,2015,9,Autumn
4764,2018-11-24,Consumer,West,Office Supplies,Art,27.76,5,24,2018,11,Autumn
4765,2016-04-24,Home Office,East,Office Supplies,Art,25.99,6,24,2016,4,Spring
4766,2016-03-09,Corporate,Central,Technology,Accessories,113.52,2,9,2016,3,Spring
4767,2016-03-09,Corporate,Central,Technology,Phones,359.88,2,9,2016,3,Spring
4768,2018-06-02,Consumer,South,Office Supplies,Paper,25.344,5,2,2018,6,Summer
4769,2017-09-19,Home Office,West,Office Supplies,Binders,11.952,1,19,2017,9,Autumn
4770,2017-09-19,Home Office,West,Office Supplies,Supplies,6.24,1,19,2017,9,Autumn
4771,2015-10-31,Consumer,West,Technology,Phones,742.336,5,31,2015,10,Autumn
4772,2018-11-23,Consumer,Central,Furniture,Furnishings,6.464,4,23,2018,11,Autumn
4773,2018-11-23,Consumer,Central,Office Supplies,Labels,11.52,4,23,2018,11,Autumn
4774,2018-11-23,Consumer,Central,Technology,Phones,222.384,4,23,2018,11,Autumn
4775,2018-11-16,Home Office,West,Office Supplies,Art,23.36,4,16,2018,11,Autumn
4776,2017-02-19,Corporate,East,Office Supplies,Labels,8.67,6,19,2017,2,Winter
4777,2017-02-19,Corporate,East,Office Supplies,Supplies,25.71,6,19,2017,2,Winter
4778,2018-11-07,Consumer,East,Office Supplies,Appliances,100.94,2,7,2018,11,Autumn
4779,2015-07-08,Consumer,East,Furniture,Chairs,63.882,2,8,2015,7,Summer
4780,2015-11-07,Consumer,Central,Furniture,Chairs,683.144,5,7,2015,11,Autumn
4781,2015-11-07,Consumer,Central,Office Supplies,Binders,1.476,5,7,2015,11,Autumn
4782,2015-11-07,Consumer,Central,Office Supplies,Supplies,40.712,5,7,2015,11,Autumn
4783,2018-01-28,Consumer,Central,Office Supplies,Paper,279.9,6,28,2018,1,Winter
4784,2016-12-11,Consumer,West,Office Supplies,Art,13.12,6,11,2016,12,Winter
4785,2016-12-11,Consumer,West,Furniture,Bookcases,69.576,6,11,2016,12,Winter
4786,2016-12-11,Consumer,West,Office Supplies,Art,4.224,6,11,2016,12,Winter
4787,2016-12-11,Consumer,West,Technology,Accessories,58.08,6,11,2016,12,Winter
4788,2016-12-11,Consumer,West,Furniture,Furnishings,52.416,6,11,2016,12,Winter
4789,2016-12-11,Consumer,West,Furniture,Furnishings,54.92,6,11,2016,12,Winter
4790,2016-12-11,Consumer,West,Furniture,Tables,364.95,6,11,2016,12,Winter
4791,2016-12-11,Consumer,West,Office Supplies,Paper,85.056,6,11,2016,12,Winter
4792,2016-12-11,Consumer,West,Office Supplies,Paper,27.696,6,11,2016,12,Winter
4793,2016-06-29,Consumer,East,Office Supplies,Paper,24.96,2,29,2016,6,Summer
4794,2016-03-16,Corporate,West,Furniture,Furnishings,43.13,2,16,2016,3,Spring
4795,2016-08-13,Consumer,South,Office Supplies,Binders,5.64,5,13,2016,8,Summer
4796,2017-05-14,Corporate,South,Office Supplies,Binders,57.582,6,14,2017,5,Spring
4797,2017-05-14,Corporate,South,Office Supplies,Paper,31.104,6,14,2017,5,Spring
4798,2017-05-14,Corporate,South,Furniture,Furnishings,30.192,6,14,2017,5,Spring
4799,2017-05-14,Corporate,South,Technology,Phones,43.6,6,14,2017,5,Spring
4800,2017-05-14,Corporate,South,Office Supplies,Art,4.768,6,14,2017,5,Spring
4801,2017-05-14,Corporate,South,Office Supplies,Binders,10.38,6,14,2017,5,Spring
4802,2017-05-14,Corporate,South,Office Supplies,Binders,13.392,6,14,2017,5,Spring
4803,2018-07-13,Consumer,East,Technology,Phones,39.594,4,13,2018,7,Summer
4804,2018-07-13,Consumer,East,Furniture,Furnishings,91.008,4,13,2018,7,Summer
4805,2016-11-22,Consumer,West,Office Supplies,Paper,37.94,1,22,2016,11,Autumn
4806,2016-11-22,Consumer,West,Office Supplies,Paper,42.8,1,22,2016,11,Autumn
4807,2016-11-22,Consumer,West,Office Supplies,Storage,33.63,1,22,2016,11,Autumn
4808,2015-11-23,Corporate,East,Office Supplies,Envelopes,62.808,0,23,2015,11,Autumn
4809,2016-12-27,Consumer,Central,Office Supplies,Paper,195.64,1,27,2016,12,Winter
4810,2016-12-27,Consumer,Central,Technology,Phones,239.9,1,27,2016,12,Winter
4811,2017-11-14,Consumer,East,Furniture,Chairs,380.058,1,14,2017,11,Autumn
4812,2017-11-14,Consumer,East,Technology,Copiers,1199.976,1,14,2017,11,Autumn
4813,2017-11-14,Consumer,East,Furniture,Furnishings,48.576,1,14,2017,11,Autumn
4814,2017-05-08,Consumer,West,Office Supplies,Paper,17.94,0,8,2017,5,Spring
4815,2015-12-26,Consumer,East,Office Supplies,Paper,18.264,5,26,2015,12,Winter
4816,2015-12-26,Consumer,East,Office Supplies,Appliances,34.656,5,26,2015,12,Winter
4817,2015-12-26,Consumer,East,Office Supplies,Appliances,81.552,5,26,2015,12,Winter
4818,2015-12-26,Consumer,East,Office Supplies,Storage,227.136,5,26,2015,12,Winter
4819,2018-06-08,Consumer,East,Office Supplies,Binders,10.36,4,8,2018,6,Summer
4820,2016-04-07,Consumer,Central,Office Supplies,Appliances,463.248,3,7,2016,4,Spring
4821,2016-04-07,Consumer,Central,Technology,Accessories,383.952,3,7,2016,4,Spring
4822,2017-07-10,Home Office,West,Office Supplies,Binders,44.856,0,10,2017,7,Summer
4823,2017-11-21,Consumer,East,Technology,Machines,30.345,1,21,2017,11,Autumn
4824,2017-11-21,Consumer,East,Furniture,Chairs,127.554,1,21,2017,11,Autumn
4825,2017-11-21,Consumer,East,Furniture,Furnishings,77.952,1,21,2017,11,Autumn
4826,2018-11-12,Corporate,West,Office Supplies,Binders,14.016,0,12,2018,11,Autumn
4827,2015-11-01,Corporate,South,Office Supplies,Storage,69.52,6,1,2015,11,Autumn
4828,2015-11-01,Corporate,South,Office Supplies,Art,5.64,6,1,2015,11,Autumn
4829,2017-05-15,Consumer,East,Office Supplies,Binders,13.776,0,15,2017,5,Spring
4830,2015-11-07,Consumer,Central,Office Supplies,Appliances,245.88,5,7,2015,11,Autumn
4831,2015-11-07,Consumer,Central,Office Supplies,Storage,36.63,5,7,2015,11,Autumn
4832,2015-11-07,Consumer,Central,Office Supplies,Storage,22.58,5,7,2015,11,Autumn
4833,2015-11-07,Consumer,Central,Office Supplies,Binders,12.39,5,7,2015,11,Autumn
4834,2018-10-05,Home Office,West,Office Supplies,Binders,39.92,4,5,2018,10,Autumn
4835,2018-10-05,Home Office,West,Office Supplies,Paper,61.96,4,5,2018,10,Autumn
4836,2018-10-05,Home Office,West,Office Supplies,Binders,19.936,4,5,2018,10,Autumn
4837,2018-06-01,Consumer,East,Office Supplies,Binders,3.798,4,1,2018,6,Summer
4838,2018-06-01,Consumer,East,Office Supplies,Paper,27.744,4,1,2018,6,Summer
4839,2018-06-01,Consumer,East,Technology,Phones,158.376,4,1,2018,6,Summer
4840,2018-11-20,Home Office,South,Furniture,Furnishings,27.58,1,20,2018,11,Autumn
4841,2017-12-23,Consumer,East,Office Supplies,Binders,5.553,5,23,2017,12,Winter
4842,2018-09-29,Consumer,South,Office Supplies,Storage,243.92,5,29,2018,9,Autumn
4843,2017-11-07,Consumer,East,Office Supplies,Fasteners,14.96,1,7,2017,11,Autumn
4844,2015-04-04,Corporate,West,Office Supplies,Binders,7.184,5,4,2015,4,Spring
4845,2016-07-23,Consumer,East,Office Supplies,Binders,10.512,5,23,2016,7,Summer
4846,2015-06-25,Corporate,West,Technology,Phones,263.96,3,25,2015,6,Summer
4847,2015-06-25,Corporate,West,Office Supplies,Art,71.632,3,25,2015,6,Summer
4848,2015-06-25,Corporate,West,Office Supplies,Art,9.328,3,25,2015,6,Summer
4849,2015-09-08,Consumer,West,Office Supplies,Art,5.88,1,8,2015,9,Autumn
4850,2015-09-08,Consumer,West,Furniture,Chairs,975.92,1,8,2015,9,Autumn
4851,2015-09-08,Consumer,West,Office Supplies,Art,303.84,1,8,2015,9,Autumn
4852,2015-09-08,Consumer,West,Office Supplies,Storage,485.88,1,8,2015,9,Autumn
4853,2015-12-12,Consumer,West,Furniture,Furnishings,12.54,5,12,2015,12,Winter
4854,2015-12-12,Consumer,West,Office Supplies,Storage,8.94,5,12,2015,12,Winter
4855,2015-12-12,Consumer,West,Furniture,Furnishings,9.24,5,12,2015,12,Winter
4856,2016-01-13,Consumer,West,Office Supplies,Binders,70.008,2,13,2016,1,Winter
4857,2016-01-13,Consumer,West,Furniture,Furnishings,77.6,2,13,2016,1,Winter
4858,2016-01-13,Consumer,West,Furniture,Furnishings,464.85,2,13,2016,1,Winter
4859,2018-12-15,Corporate,Central,Office Supplies,Art,10.192,5,15,2018,12,Winter
4860,2017-12-18,Corporate,East,Office Supplies,Binders,1793.98,0,18,2017,12,Winter
4861,2015-04-11,Home Office,Central,Technology,Phones,758.352,5,11,2015,4,Spring
4862,2017-11-10,Corporate,East,Office Supplies,Binders,20.368,4,10,2017,11,Autumn
4863,2017-11-10,Corporate,East,Office Supplies,Binders,49.848,4,10,2017,11,Autumn
4864,2018-06-26,Consumer,East,Technology,Phones,239.97,1,26,2018,6,Summer
4865,2018-11-13,Consumer,West,Furniture,Chairs,2404.704,1,13,2018,11,Autumn
4866,2018-11-13,Consumer,West,Office Supplies,Binders,563.024,1,13,2018,11,Autumn
4867,2018-11-13,Consumer,West,Office Supplies,Storage,344.91,1,13,2018,11,Autumn
4868,2018-11-13,Consumer,West,Office Supplies,Labels,8.64,1,13,2018,11,Autumn
4869,2018-11-24,Corporate,East,Technology,Phones,89.988,5,24,2018,11,Autumn
4870,2018-11-24,Corporate,East,Office Supplies,Paper,229.544,5,24,2018,11,Autumn
4871,2018-05-23,Consumer,Central,Office Supplies,Fasteners,1.824,2,23,2018,5,Spring
4872,2018-05-23,Consumer,Central,Office Supplies,Appliances,18.32,2,23,2018,5,Spring
4873,2018-05-23,Consumer,Central,Office Supplies,Storage,48.816,2,23,2018,5,Spring
4874,2018-05-23,Consumer,Central,Office Supplies,Binders,1.188,2,23,2018,5,Spring
4875,2015-12-02,Corporate,East,Technology,Accessories,119.8,2,2,2015,12,Winter
4876,2015-10-03,Home Office,South,Office Supplies,Storage,61.568,5,3,2015,10,Autumn
4877,2015-10-03,Home Office,South,Office Supplies,Art,6.192,5,3,2015,10,Autumn
4878,2017-07-29,Consumer,South,Office Supplies,Binders,2.214,5,29,2017,7,Summer
4879,2018-11-02,Corporate,South,Office Supplies,Envelopes,5.32,4,2,2018,11,Autumn
4880,2018-11-02,Corporate,South,Furniture,Chairs,975.92,4,2,2018,11,Autumn
4881,2018-11-02,Corporate,South,Technology,Accessories,2249.91,4,2,2018,11,Autumn
4882,2018-11-02,Corporate,South,Office Supplies,Storage,59.92,4,2,2018,11,Autumn
4883,2018-03-08,Consumer,West,Office Supplies,Binders,171.2,3,8,2018,3,Spring
4884,2018-03-08,Consumer,West,Office Supplies,Art,3.36,3,8,2018,3,Spring
4885,2015-12-16,Corporate,Central,Office Supplies,Paper,114.2,2,16,2015,12,Winter
4886,2017-11-28,Corporate,South,Furniture,Chairs,182.67,1,28,2017,11,Autumn
4887,2017-11-28,Corporate,South,Technology,Accessories,101.7,1,28,2017,11,Autumn
4888,2017-11-28,Corporate,South,Office Supplies,Storage,1126.02,1,28,2017,11,Autumn
4889,2017-11-28,Corporate,South,Office Supplies,Storage,1263.3,1,28,2017,11,Autumn
4890,2017-12-23,Corporate,West,Office Supplies,Art,8.82,5,23,2017,12,Winter
4891,2017-12-23,Corporate,West,Office Supplies,Paper,37.94,5,23,2017,12,Winter
4892,2017-12-23,Corporate,West,Office Supplies,Art,4.2,5,23,2017,12,Winter
4893,2017-12-23,Corporate,West,Office Supplies,Storage,227.28,5,23,2017,12,Winter
4894,2017-12-23,Corporate,West,Office Supplies,Paper,47.9,5,23,2017,12,Winter
4895,2017-12-23,Corporate,West,Office Supplies,Envelopes,61.96,5,23,2017,12,Winter
4896,2017-12-23,Corporate,West,Office Supplies,Storage,1117.92,5,23,2017,12,Winter
4897,2015-10-15,Consumer,East,Furniture,Chairs,183.372,3,15,2015,10,Autumn
4898,2015-10-15,Consumer,East,Office Supplies,Paper,7.968,3,15,2015,10,Autumn
4899,2017-08-22,Consumer,West,Office Supplies,Binders,26.352,1,22,2017,8,Summer
4900,2018-12-17,Corporate,West,Office Supplies,Storage,481.32,0,17,2018,12,Winter
4901,2018-12-17,Corporate,West,Office Supplies,Supplies,13.98,0,17,2018,12,Winter
4902,2018-03-07,Consumer,East,Office Supplies,Binders,25.92,2,7,2018,3,Spring
4903,2018-03-07,Consumer,East,Office Supplies,Labels,91.59,2,7,2018,3,Spring
4904,2015-12-01,Corporate,Central,Furniture,Chairs,674.058,1,1,2015,12,Winter
4905,2015-10-14,Corporate,East,Office Supplies,Binders,22.92,2,14,2015,10,Autumn
4906,2015-10-14,Corporate,East,Office Supplies,Storage,269.9,2,14,2015,10,Autumn
4907,2015-11-18,Consumer,East,Office Supplies,Binders,11.808,2,18,2015,11,Autumn
4908,2015-11-18,Consumer,East,Technology,Phones,9.588,2,18,2015,11,Autumn
4909,2018-01-14,Consumer,South,Office Supplies,Envelopes,18.336,6,14,2018,1,Winter
4910,2018-01-14,Consumer,South,Office Supplies,Paper,36.288,6,14,2018,1,Winter
4911,2018-01-14,Consumer,South,Technology,Phones,111.984,6,14,2018,1,Winter
4912,2018-01-14,Consumer,South,Office Supplies,Binders,5.97,6,14,2018,1,Winter
4913,2018-01-14,Consumer,South,Office Supplies,Binders,2.508,6,14,2018,1,Winter
4914,2016-09-24,Consumer,West,Office Supplies,Art,35.96,5,24,2016,9,Autumn
4915,2016-09-24,Consumer,West,Office Supplies,Binders,14.952,5,24,2016,9,Autumn
4916,2018-10-09,Consumer,Central,Office Supplies,Art,67.144,1,9,2018,10,Autumn
4917,2018-10-09,Consumer,Central,Furniture,Chairs,254.058,1,9,2018,10,Autumn
4918,2017-01-02,Corporate,East,Furniture,Bookcases,173.94,0,2,2017,1,Winter
4919,2017-01-02,Corporate,East,Technology,Phones,231.98,0,2,2017,1,Winter
4920,2018-08-19,Consumer,Central,Office Supplies,Binders,2.296,6,19,2018,8,Summer
4921,2018-12-25,Home Office,South,Office Supplies,Paper,96.08,1,25,2018,12,Winter
4922,2018-12-25,Home Office,South,Office Supplies,Fasteners,3.62,1,25,2018,12,Winter
4923,2018-12-25,Home Office,South,Office Supplies,Paper,629.1,1,25,2018,12,Winter
4924,2018-12-25,Home Office,South,Technology,Phones,90.48,1,25,2018,12,Winter
4925,2018-09-10,Corporate,East,Office Supplies,Art,14.88,0,10,2018,9,Autumn
4926,2018-10-19,Consumer,Central,Furniture,Tables,91.275,4,19,2018,10,Autumn
4927,2018-12-01,Home Office,East,Office Supplies,Paper,19.44,5,1,2018,12,Winter
4928,2018-12-01,Home Office,East,Furniture,Chairs,897.15,5,1,2018,12,Winter
4929,2015-09-02,Consumer,East,Office Supplies,Art,57.75,2,2,2015,9,Autumn
4930,2015-09-02,Consumer,East,Office Supplies,Paper,14.94,2,2,2015,9,Autumn
4931,2018-03-25,Corporate,West,Office Supplies,Art,23.1,6,25,2018,3,Spring
4932,2016-09-28,Consumer,West,Office Supplies,Envelopes,12.536,2,28,2016,9,Autumn
4933,2016-09-28,Consumer,West,Office Supplies,Binders,1.08,2,28,2016,9,Autumn
4934,2016-09-28,Consumer,West,Office Supplies,Fasteners,4.512,2,28,2016,9,Autumn
4935,2016-03-15,Corporate,West,Technology,Phones,16.776,1,15,2016,3,Spring
4936,2018-01-06,Home Office,South,Office Supplies,Binders,33.74,5,6,2018,1,Winter
4937,2015-01-13,Consumer,West,Office Supplies,Storage,1325.85,1,13,2015,1,Winter
4938,2015-01-13,Consumer,West,Furniture,Bookcases,333.999,1,13,2015,1,Winter
4939,2015-01-13,Consumer,West,Office Supplies,Art,19.9,1,13,2015,1,Winter
4940,2016-02-06,Consumer,East,Furniture,Chairs,1268.82,5,6,2016,2,Winter
4941,2016-02-06,Consumer,East,Furniture,Bookcases,283.92,5,6,2016,2,Winter
4942,2016-02-06,Consumer,East,Office Supplies,Art,5.68,5,6,2016,2,Winter
4943,2018-12-21,Consumer,Central,Office Supplies,Storage,375.34,4,21,2018,12,Winter
4944,2017-09-05,Consumer,West,Office Supplies,Paper,96.08,1,5,2017,9,Autumn
4945,2017-09-05,Consumer,West,Office Supplies,Binders,11.68,1,5,2017,9,Autumn
4946,2017-09-05,Consumer,West,Office Supplies,Fasteners,4.36,1,5,2017,9,Autumn
4947,2015-10-04,Consumer,West,Office Supplies,Labels,29.24,6,4,2015,10,Autumn
4948,2018-11-27,Consumer,West,Office Supplies,Binders,117.488,1,27,2018,11,Autumn
4949,2018-11-27,Consumer,West,Furniture,Furnishings,18.84,1,27,2018,11,Autumn
4950,2017-10-28,Consumer,East,Office Supplies,Art,12.42,5,28,2017,10,Autumn
4951,2016-06-09,Consumer,Central,Office Supplies,Paper,12.96,3,9,2016,6,Summer
4952,2018-12-08,Corporate,West,Office Supplies,Appliances,69.48,5,8,2018,12,Winter
4953,2016-03-16,Corporate,East,Technology,Phones,85.9,2,16,2016,3,Spring
4954,2015-06-09,Corporate,West,Office Supplies,Art,18.06,1,9,2015,6,Summer
4955,2015-06-09,Corporate,West,Office Supplies,Paper,79.14,1,9,2015,6,Summer
4956,2015-06-09,Corporate,West,Furniture,Furnishings,37.4,1,9,2015,6,Summer
4957,2016-03-20,Consumer,Central,Office Supplies,Binders,2.512,6,20,2016,3,Spring
4958,2016-03-20,Consumer,Central,Office Supplies,Fasteners,18.864,6,20,2016,3,Spring
4959,2017-11-18,Home Office,West,Technology,Phones,61.192,5,18,2017,11,Autumn
4960,2017-11-18,Home Office,West,Office Supplies,Appliances,67.84,5,18,2017,11,Autumn
4961,2015-03-07,Consumer,West,Furniture,Chairs,48.712,5,7,2015,3,Spring
4962,2015-03-07,Consumer,West,Office Supplies,Art,17.94,5,7,2015,3,Spring
4963,2015-03-07,Consumer,West,Office Supplies,Storage,242.94,5,7,2015,3,Spring
4964,2017-05-15,Consumer,South,Office Supplies,Binders,7.764,0,15,2017,5,Spring
4965,2016-05-25,Corporate,South,Technology,Phones,467.04,2,25,2016,5,Spring
4966,2016-08-02,Home Office,East,Technology,Phones,128.85,1,2,2016,8,Summer
4967,2016-08-02,Home Office,East,Office Supplies,Paper,8.4,1,2,2016,8,Summer
4968,2016-08-02,Home Office,East,Technology,Accessories,199.98,1,2,2016,8,Summer
4969,2016-08-02,Home Office,East,Furniture,Chairs,110.98,1,2,2016,8,Summer
4970,2017-11-06,Corporate,South,Furniture,Chairs,207.984,0,6,2017,11,Autumn
4971,2017-11-06,Corporate,South,Office Supplies,Paper,36.112,0,6,2017,11,Autumn
4972,2017-11-06,Corporate,South,Furniture,Furnishings,35.568,0,6,2017,11,Autumn
4973,2017-11-06,Corporate,South,Office Supplies,Paper,88.768,0,6,2017,11,Autumn
4974,2017-11-07,Home Office,West,Office Supplies,Paper,12.9,1,7,2017,11,Autumn
4975,2016-09-18,Corporate,South,Technology,Accessories,717.12,6,18,2016,9,Autumn
4976,2016-12-07,Consumer,East,Office Supplies,Binders,21.36,2,7,2016,12,Winter
4977,2016-12-07,Consumer,East,Office Supplies,Binders,6.688,2,7,2016,12,Winter
4978,2016-12-07,Consumer,East,Technology,Phones,773.94,2,7,2016,12,Winter
4979,2017-12-09,Corporate,Central,Office Supplies,Supplies,20.568,5,9,2017,12,Winter
4980,2017-12-09,Corporate,Central,Office Supplies,Appliances,4.356,5,9,2017,12,Winter
4981,2017-12-09,Corporate,Central,Technology,Accessories,19.04,5,9,2017,12,Winter
4982,2015-11-16,Corporate,West,Office Supplies,Labels,5.22,0,16,2015,11,Autumn
4983,2017-11-06,Consumer,West,Office Supplies,Storage,84.84,0,6,2017,11,Autumn
4984,2016-09-06,Corporate,South,Office Supplies,Fasteners,7.24,1,6,2016,9,Autumn
4985,2015-09-03,Consumer,East,Office Supplies,Labels,14.4,3,3,2015,9,Autumn
4986,2017-04-24,Home Office,West,Office Supplies,Paper,15.552,0,24,2017,4,Spring
4987,2017-04-24,Home Office,West,Furniture,Chairs,1325.76,0,24,2017,4,Spring
4988,2017-04-24,Home Office,West,Office Supplies,Binders,3.108,0,24,2017,4,Spring
4989,2018-08-31,Home Office,West,Office Supplies,Binders,6.672,4,31,2018,8,Summer
4990,2018-08-31,Home Office,West,Technology,Phones,689.408,4,31,2018,8,Summer
4991,2018-12-07,Corporate,Central,Office Supplies,Binders,1889.99,4,7,2018,12,Winter
4992,2016-12-18,Corporate,South,Office Supplies,Envelopes,55.936,6,18,2016,12,Winter
4993,2016-12-18,Corporate,South,Office Supplies,Labels,18.432,6,18,2016,12,Winter
4994,2016-12-18,Corporate,South,Furniture,Furnishings,20.32,6,18,2016,12,Winter
4995,2015-11-04,Home Office,East,Office Supplies,Binders,52.064,2,4,2015,11,Autumn
4996,2018-03-10,Corporate,South,Office Supplies,Appliances,48.784,5,10,2018,3,Spring
4997,2018-03-10,Corporate,South,Office Supplies,Binders,13.092,5,10,2018,3,Spring
4998,2017-01-31,Home Office,West,Technology,Phones,109.592,1,31,2017,1,Winter
4999,2017-01-31,Home Office,West,Office Supplies,Paper,56.7,1,31,2017,1,Winter
5000,2018-05-07,Home Office,West,Technology,Accessories,79.99,0,7,2018,5,Spring
5001,2017-05-24,Home Office,South,Office Supplies,Supplies,69.5,2,24,2017,5,Spring
5002,2017-05-24,Home Office,South,Office Supplies,Paper,191.6,2,24,2017,5,Spring
5003,2017-10-07,Consumer,West,Office Supplies,Paper,10.56,5,7,2017,10,Autumn
5004,2015-04-30,Consumer,South,Technology,Accessories,47.79,3,30,2015,4,Spring
5005,2016-11-10,Corporate,Central,Office Supplies,Storage,714.3,3,10,2016,11,Autumn
5006,2016-11-09,Home Office,East,Technology,Machines,2321.9,2,9,2016,11,Autumn
5007,2016-11-09,Home Office,East,Office Supplies,Storage,17.94,2,9,2016,11,Autumn
5008,2016-09-07,Corporate,East,Office Supplies,Binders,9.522,2,7,2016,9,Autumn
5009,2016-09-07,Corporate,East,Technology,Phones,791.964,2,7,2016,9,Autumn
5010,2016-09-07,Corporate,East,Office Supplies,Binders,4.923,2,7,2016,9,Autumn
5011,2018-05-11,Corporate,West,Furniture,Bookcases,209.979,4,11,2018,5,Spring
5012,2018-07-21,Home Office,East,Office Supplies,Binders,33.93,5,21,2018,7,Summer
5013,2018-07-21,Home Office,East,Office Supplies,Storage,222.32,5,21,2018,7,Summer
5014,2018-07-21,Home Office,East,Technology,Phones,210.564,5,21,2018,7,Summer
5015,2015-11-24,Consumer,East,Furniture,Furnishings,35.168,1,24,2015,11,Autumn
